stanford.edu,adminguide.stanford.edu,1.1.1 University Code of Conduct | Administrative Guide,,This Guide Memo defines the University's Code of Conduct.
stanford.edu,humsci.stanford.edu,Stanford School of Humanities and Sciences,,
stanford.edu,uhr.stanford.edu,Contact | Stanford University Human Resources,,
stanford.edu,woods.stanford.edu,Centers and Programs | Stanford Woods Institute,,
stanford.edu,energy.stanford.edu,Research | Precourt Institute for Energy,,Renewable Energy Bioenergy
stanford.edu,pangea.stanford.edu,"Alumni | School of Earth, Energy & Environmental Sciences",,
stanford.edu,makeagift.stanford.edu,Stanford University | Make a Gift,,
stanford.edu,biox.stanford.edu,Affiliated Faculty | Stanford Bio-X,,
stanford.edu,chemh.stanford.edu,Institute Fellows | ChEM-H,,
stanford.edu,fsi.stanford.edu,FSI - All Faculty,,The Freeman Spogli Institute (FSI) is Stanford University's primary forum for interdisciplinary research on key international issues and challenges.
stanford.edu,neuroscience.stanford.edu,SPINS - The Stanford Program in Neuroscience and Society | Neurosciences Institute,,"The Stanford Neurosciences Institute is creating the Stanford Program in Neuroscience and Society (SPINS), a multidisciplinary initiative to study how neuroscience affects society, and to bring neuroscientists knowledge of human behavior and cognition from scholars in law, education and business. Through SPINS, SNI will create cooperative dialogue and partnership between these disciplines. After all, our nervous systems evolved to produce behavior, which neuroscience seeks to explain. SPINS will be based in the Stanford Law School and directed by law professor Hank Greely. Anthony D."
stanford.edu,ultrafast.stanford.edu,| PULSE Institute,,
stanford.edu,kipac.stanford.edu,Education and Outreach | Kavli Institute for Particle Astrophysics and Cosmology,,
stanford.edu,glam.stanford.edu,Faculty | Geballe Laboratory for Advanced Materials,,
stanford.edu,ginzton.stanford.edu,Our Faculty | Ginzton Lab,,
stanford.edu,longevity3.stanford.edu,   Faculty Affiliates,,
stanford.edu,cap.stanford.edu,CAP Network - Stanford University,,
stanford.edu,events.stanford.edu,Stanford Event Calendar: university events,,university events
stanford.edu,campus-map.stanford.edu,Campus Map | Stanford University,,
stanford.edu,art.stanford.edu,MFA Documentary Film and Video | Department of Art & Art History,,"Situated in the Department of Art & Art History as part of Stanford’s program in Film and Media Studies, the Master of Fine Arts program in documentary production provides a historical, theoretical, and critical framework within which students master the conceptual and practical skills for producing nonfiction film and video."
google.com,sites.google.com,Elijah Christian Cell Group @ Stanford University,,"A group of Cantonese Christian Students at Stanford, seeing the vision and feeling the burden of serving Christ in their school, came united to seek God's will."
stanford.edu,www.gsb.stanford.edu,Executive Education at the Stanford Graduate School of Business,,"Stanford Graduate School of Business Executive Education delivers research-based, globally relevant frameworks that address the issues senior executives face every day.  Our residential programs are taught by the world's leading business faculty, and present business executives with powerful ideas, innovative practice, and lasting value."
stanford.edu,maps.stanford.edu,Available Maps Library | Stanford University Maps and Records,,
stanford.edu,facultydevelopment.stanford.edu,Recruitment | Vice Provost for Faculty Development and Diversity,,
stanford.edu,bioethics.stanford.edu,"Program in Genomics, Ethics, and Society (PGES) - Stanford Center for Biomedical Ethics (SCBE) - Stanford University School of Medicine",,
stanford.edu,reprobio.stanford.edu,Lab Hsueh - Stanford University,,"The Hsueh lab (Division of Reproductive Biology, Stanford University) is studying the molecular and cell biology of the ovary."
stanford.edu,undergrad.stanford.edu,Bing Honors College | Stanford Undergrad,,
stanford.edu,rsl.stanford.edu,The Lucas Center | Stanford University,,
stanford.edu,hsblogs.stanford.edu,"
Morrison Institute for Population and Resource Studies - ",,
stanford.edu,naija.stanford.edu,NAIJA | Stanford University's Nigerian Students Association,,
stanford.edu,as.stanford.edu,ReportMart 3 | University IT,,
stanford.edu,vpge.stanford.edu,Stanford Graduate Summer Institute | Office of the Vice Provost for Graduate Education,,
stanford.edu,iriss.stanford.edu,Social Science History Program | Institute for Research in the Social Sciences,,
wordpress.com,stanfordtangoclub.wordpress.com,Stanford Tango Club | Argentine Tango Community at Stanford University,,Argentine Tango Community at Stanford University
domain,fqdn,title,keywords,description
umkc.edu,umkc.edu,Schools and Departments,,
umsystem.edu,umkc.umsystem.edu,University of Missouri-Kansas City,,
umkc.edu,cas.umkc.edu,English Language & Literature at UMKC College of Arts & Sciences,,
umkc.edu,catalog.umkc.edu,2014-2015 Catalog < University of Missouri - Kansas City,,
umkc.edu,info.umkc.edu,"Department of Architecture, Urban Planning, and Design",,
umkc.edu,conservatory.umkc.edu,The Conservatory of Music and Dance - University of Missouri - Kansas City,,Discover the Conservatory that the New York Times called 'one of the country's liveliest academies.'
umkc.edu,bloch.umkc.edu,Accountancy: Bloch School of Management at UMKC,,
umkc.edu,dentistry.umkc.edu,Department of General Dentistry,,
umkc.edu,education.umkc.edu,Division of Counseling and Educational Psychology (CEP) | School of Education,,
umkc.edu,sbs.umkc.edu,Cell Biology and Biophysics - UMKC School of Biological Sciences,,
domain,fqdn,title,keywords,description
stanford.edu,stanford.edu,Stanford University,,"Stanford University is one of the world's leading research and teaching institutions.  It is located in Stanford, California."
stanford.edu,visit.stanford.edu,Maps & Directions : Stanford University,,"Visitor Information Services at Stanford University--one of the world's leading research and teaching institutions. It is located in Palo Alto, California."
stanford.edu,web.stanford.edu,Fingate - Especially for Faculty,,
stanford.edu,library.stanford.edu,Ask us! | Stanford University Libraries,,
stanford.edu,doresearch.stanford.edu,"Independent Laboratories, Centers, and Institutes  | DoResearch",,
stanford.edu,itservices.stanford.edu,Computing and Communication | University IT,,
stanford.edu,arts.stanford.edu,"
    For Faculty & Staff |     Stanford Arts  ",,
stanford.edu,facts.stanford.edu,Research and Innovation: Stanford University Facts,,An introduction to one of the great American universities.  Current facts and figures about Stanford University.
stanford.edu,news.stanford.edu,Stanford News: Faculty and Staff News,,Faculty and Staff News news from Stanford University.
stanford.edu,ucomm.stanford.edu, For Journalists | Stanford Office of University Communications,,
stanford.edu,sustainable.stanford.edu,Stanford Energy System Innovations (SESI) - Sustainable Stanford - Stanford University,,
stanford.edu,postdocs.stanford.edu,Open Postdoctoral Positions - Info for Prospective Postdoctural Scholars - Postdoctoral Scholars - Stanford University School of Medicine,,
stanford.edu,studentaffairs.stanford.edu,Office of the University Registrar | Student Affairs,,
stanford.edu,artsinstitute.stanford.edu,"
    Arts Immersion | Stanford Arts Institute  ",,
stanford.edu,physics.stanford.edu,Bruce Macintosh | Department of Physics,, 
stanford.edu,scopeblog.stanford.edu,Medical Schools | Scope Blog,,
stanford.edu,med.stanford.edu,Home | School of Medicine | Stanford Medicine,,"Stanford University School of Medicine offers programs leading to an MD, MS or PhD degree."
stanford.edu,dlcl.stanford.edu,"Comparative Literature. About | DIVISION OF LITERATURES, CULTURES, AND LANGUAGES",,
stanford.edu,earth.stanford.edu,"Geophysics | School of Earth, Energy & Environmental Sciences",,
stanford.edu,microimmuno.stanford.edu,Microbiology & Immunology - Stanford University School of Medicine,,
stanford.edu,humsci.stanford.edu,Stanford School of Humanities and Sciences,,
stanford.edu,alumni.stanford.edu,About Us: Department Phone Numbers - Stanford Alumni Association,,
stanford.edu,www.law.stanford.edu,Alumni | Stanford Law School,,
stanford.edu,pangea.stanford.edu,"Alumni | School of Earth, Energy & Environmental Sciences",,
stanford.edu,ed.stanford.edu,Alumni | Stanford Graduate School of Education,,
stanford.edu,financialaid.stanford.edu,Contact Us : Stanford University,,"Financial Aid Office at Stanford University--one of the world's leading research and teaching institutions. It is located in Palo Alto, California."
stanford.edu,adminguide.stanford.edu,1.1.1 University Code of Conduct | Administrative Guide,,This Guide Memo defines the University's Code of Conduct.
stanford.edu,admission.stanford.edu,Contact Us : Stanford University,,"Undergraduate Admission at Stanford University--one of the world's leading research and teaching institutions. It is located in Palo Alto, California."
stanford.edu,uhr.stanford.edu,Contact | Stanford University Human Resources,,
stanford.edu,events.stanford.edu,"Stanford Event Calendar: List of academic departments, programs, centers",,"Stanford Event Calendar: List of academic departments, programs, centers"
stanford.edu,campus-map.stanford.edu,Campus Map | Stanford University,,
google.com,sites.google.com,Elijah Christian Cell Group @ Stanford University,,"A group of Cantonese Christian Students at Stanford, seeing the vision and feeling the burden of serving Christ in their school, came united to seek God's will."
stanford.edu,www.gsb.stanford.edu,Executive Education at the Stanford Graduate School of Business,,"Stanford Graduate School of Business Executive Education delivers research-based, globally relevant frameworks that address the issues senior executives face every day.  Our residential programs are taught by the world's leading business faculty, and present business executives with powerful ideas, innovative practice, and lasting value."
stanford.edu,facultydevelopment.stanford.edu,Recruitment | Vice Provost for Faculty Development and Diversity,,
stanford.edu,art.stanford.edu,MFA Documentary Film and Video | Department of Art & Art History,,"Situated in the Department of Art & Art History as part of Stanford’s program in Film and Media Studies, the Master of Fine Arts program in documentary production provides a historical, theoretical, and critical framework within which students master the conceptual and practical skills for producing nonfiction film and video."
stanford.edu,bioethics.stanford.edu,"Program in Genomics, Ethics, and Society (PGES) - Stanford Center for Biomedical Ethics (SCBE) - Stanford University School of Medicine",,
stanford.edu,undergrad.stanford.edu,Bing Honors College | Stanford Undergrad,,
stanford.edu,rsl.stanford.edu,The Lucas Center | Stanford University,,
stanford.edu,hsblogs.stanford.edu,"
Morrison Institute for Population and Resource Studies - ",,
stanford.edu,reprobio.stanford.edu,Lab Hsueh - Stanford University,,"The Hsueh lab (Division of Reproductive Biology, Stanford University) is studying the molecular and cell biology of the ovary."
stanford.edu,as.stanford.edu,ReportMart 3 | University IT,,
stanford.edu,naija.stanford.edu,NAIJA | Stanford University's Nigerian Students Association,,
stanford.edu,maps.stanford.edu,Available Maps Library | Stanford University Maps and Records,,
stanford.edu,vpge.stanford.edu,Stanford Graduate Summer Institute | Office of the Vice Provost for Graduate Education,,
wordpress.com,stanfordtangoclub.wordpress.com,Stanford Tango Club | Argentine Tango Community at Stanford University,,Argentine Tango Community at Stanford University
stanford.edu,iriss.stanford.edu,Social Science History Program | Institute for Research in the Social Sciences,,
stanford.edu,woods.stanford.edu,Leadership Programs | Stanford Woods Institute,,
stanford.edu,energy.stanford.edu,Research | Precourt Institute for Energy,,Renewable Energy Bioenergy
stanford.edu,makeagift.stanford.edu,Stanford University | Make a Gift,,
stanford.edu,fsi.stanford.edu,FSI - All Faculty,,The Freeman Spogli Institute (FSI) is Stanford University's primary forum for interdisciplinary research on key international issues and challenges.
stanford.edu,biox.stanford.edu,Affiliated Faculty | Stanford Bio-X,,
stanford.edu,chemh.stanford.edu,Institute Fellows | ChEM-H,,
stanford.edu,neuroscience.stanford.edu,Big Ideas in Neuroscience | Neurosciences Institute,,Announcing SNI's Big Ideas in Neuroscience
stanford.edu,kipac.stanford.edu,Education and Outreach | Kavli Institute for Particle Astrophysics and Cosmology,,
stanford.edu,ultrafast.stanford.edu,Principal Investigators | PULSE Institute,,Provides a page view of People entries whose listed affiliation is PI.
stanford.edu,glam.stanford.edu,Faculty | Geballe Laboratory for Advanced Materials,,
stanford.edu,ginzton.stanford.edu,Our Faculty | Ginzton Lab,,
stanford.edu,longevity3.stanford.edu,   Faculty Affiliates,,
stanford.edu,cap.stanford.edu,CAP Network - Stanford University,,
stanford.edu,gsbapps.stanford.edu,Faculty Profiles - Home,,
stanford.edu,cfr.stanford.edu,University Corporate and Foundation Relations,,
stanford.edu,music.stanford.edu,Department of Music,,
stanford.edu,oae.stanford.edu,Faculty & Teaching Staff | Office of Accessible Education,,
stanford.edu,a3c.stanford.edu,Speaker Series: Grad School | Asian American Activities Center,,Are you thinking about life after Stanford? Is graduate school the right choice? Do you want to know how grad school fits into the career track? Are you thinking about co-terming?
stanford.edu,pgnet.stanford.edu,Stanford University | Make a Gift,,
stanford.edu,lbre.stanford.edu,McMurtry Building | Department of Project Management,,
stanford.edu,lane.stanford.edu,Classes - Lane Medical Library - Stanford University School of Medicine,,
stanford.edu,explorecourses.stanford.edu,Stanford University Explore Courses,,
stanford.edu,facultyclub.stanford.edu,Stanford Faculty Club Home - The Stanford Faculty Club,,The perfect venue for all your entertainment needs.
stanford.edu,ophthalmology.stanford.edu,Current Residents - Residency Program - Education - Ophthalmology - Stanford University School of Medicine,,
stanford.edu,sm.stanford.edu,Too deeply attached - The rise of placenta accreta - 2013 FALL - The rise of placenta accreta - Stanford Medicine Magazine - Stanford University School of Medicine,,
stanford.edu,gender.stanford.edu,Marcia L. Stefanick | The Clayman Institute for Gender Research,,
stanford.edu,taps.stanford.edu,Stanford TAPS - About the Division of Dance,,
stanford.edu,iti.stanford.edu,"Immunoassays | Institute for Immunity, Transplantation and Infection | Stanford Medicine",,
stanford.edu,mednews.stanford.edu,Who we are - Office of Communication & Public Affairs - Stanford University School of Medicine,,
stanford.edu,neurology.stanford.edu,Stanford Center for Memory Disorders - Neurology & Neurological Sciences - Stanford University School of Medicine,,
stanford.edu,cerc.stanford.edu,Team - About Us - CERC - General Internal Medicine - Department of Medicine - Stanford University School of Medicine - Stanford Medicine,,
stanford.edu,dura.stanford.edu,Paul Kalanithi- Dura: Resources for Neurosurgery Residents - Stanford University School of Medicine,,
stanford.edu,dsresearch.stanford.edu,Research - Overview - Down Syndrome Research Center - Stanford University School of Medicine,,
stanford.edu,museum.stanford.edu,Robert Frank in America-Cantor Arts Center at Stanford University,,
stanford.edu,chemistry.stanford.edu,Faculty | Department of Chemistry,,
stanford.edu,medicine.stanford.edu,Residency | Department of Medicine | Stanford Medicine,,
stanford.edu,rockcenter.law.stanford.edu,Faculty | Team | Stanford Rock Center for Corporate Governance,,"Faculty | Board of Advisors | Fellows | Executive Team & Staff Faculty Robert Daines Daines@stanford.edu 650 736.2684 Senior Faculty,"
stanford.edu,vpnl.stanford.edu,Vision & Perception Neuroscience Lab | Stanford University,,
stanford.edu,faculty-gsb.stanford.edu,Jennifer Aaker: Faculty: Stanford GSB,,
stanford.edu,medethicsfilms.stanford.edu,About - People - Bioethics and Film - SCBE - Stanford University School of Medicine,,
stanford.edu,patienteducation.stanford.edu,Organizations Licensed to Offer the Chronic Disease Self-Management Program - Patient Education -  Department of Medicine - Stanford University School of Medicine,,
stanford.edu,dermatology.stanford.edu,Stanford Medicine Outpatient Center - Dermatology - Stanford University School of Medicine,,
stanford.edu,cancer.stanford.edu,Executive Team - Stanford Cancer Institute,,
stanford.edu,stemcell.stanford.edu,25th Anniversary of Stem Cell Discovery - News & Events - Stem Cell Biology and Regenerative Medicine Institute - Stanford Medicine,,
stanford.edu,genetics.stanford.edu,Stanford at The Tech - Outreach - Department of Genetics - Stanford University School of Medicine,,
stanford.edu,emed.stanford.edu,Emergency Medicine International - Stanford University School of Medicine,,
stanford.edu,beckman.stanford.edu,Symposuim - Beckman Center - Stanford University School of Medicine,,
stanford.edu,berg-emeritusprofessor.stanford.edu,Paul Berg + Stanford Biochemistry Department,,
stanford.edu,askalex.stanford.edu,Ask Alex - School of Medicine Blogs - Stanford University School of Medicine,,
stanford.edu,biology.stanford.edu,Home | Department of Biology,,
stanford.edu,msande.stanford.edu,Faculty | Management Science & Engineering,,
stanford.edu,scpd.stanford.edu,Graduate Certificates Online | Stanford University,,"Stanford online graduate certificates in engineering, computer science, data mining, biotechnology, and more."
stanford.edu,exploredegrees.stanford.edu,Mathematical and Computational Science | Stanford University,,
stanford.edu,medcatalog.stanford.edu,Course Catalog - Stanford University School of Medicine,,
stanford.edu,jewishstudies.stanford.edu,Faculty | Taube Center for Jewish Studies,,
stanford.edu,ppa.slac.stanford.edu,PPA Faculty | Particle Physics & Astrophysics,,Faculty       Tom Abel Alexander Chao
stanford.edu,stemcellphd.stanford.edu,Faculty &  Staff || Stanford Stem Cell Biology & Regenerative Medicine PhD Program,,
stanford.edu,facultyaffairs-humsci.stanford.edu,Faculty Affairs,,
stanford.edu,urbanstudies.stanford.edu,Graduate School | Urban Studies,,"Urban Studies is an undergraduate program; our alumni have attended top graduate schools in a wide range of fields, including: "
theatlantic.com,theatlantic.com,Dear Justice Kennedy: Your Daughter Was My College Roommate - The Atlantic,,An open letter to a Supreme Court justice who may change the future of affirmative action
stanford.edu,conferences.law.stanford.edu,Directors' College 2015  ,,
stanford.edu,engineering.stanford.edu,Research & Faculty | Engineering,,
stanford.edu,alumni-esc.stanford.edu,Groups - Stanford Earth Sciences School,,
stanford.edu,gse-it.stanford.edu,Home | Stanford Graduate School of Education | IT,,
stanford.edu,stanfordcareers.stanford.edu,Schools & Areas |  Stanford Careers,,
stanford.edu,diversityarts.stanford.edu,Institute for Diversity in the Arts,,
stanford.edu,aepi.stanford.edu,AEPi | Stanford University | Chapter History,,
stanford.edu,acomp.stanford.edu,For Faculty | Academic Computing Services,,
stanford.edu,anatomy.stanford.edu,High School Group Visits | Clinical Anatomy | Stanford Medicine,,
stanford.edu,cee.stanford.edu,Faculty | Civil & Environmental Engineering,,
stanford.edu,bingschool.stanford.edu,Stanford University : Bing Nursery School : Giving to Bing : Harvest Moon Auction,,
stanford.edu,transportation.stanford.edu,Charter Services at Stanford University,,
stanford.edu,deansnewsletter.stanford.edu,"October 20, 2008 - The Dean's Newsletter - Stanford University School of Medicine",,
stanford.edu,stanfordlawyer.law.stanford.edu,"
Remembering J. Paul Lomio, Director of Law School library « Stanford Lawyer",,
stanford.edu,insight.stanford.edu,Search Results: Title equal to 'Notes on geology 108 : 1932' - Stanford University,,
stanford.edu,siepr.stanford.edu,"Does
Management
Matter
In
Schools? | SIEPR",,
stanford.edu,neuroethics.stanford.edu,News & Events - Neuroethics - Stanford Center for Biomedical Ethics (SCBE) - Stanford University School of Medicine,,
stanford.edu,outdoored.stanford.edu,Stanford Leadership Institute | Outdoor Education,,
stanford.edu,public-prod-acquia.gsb.stanford.edu,CES Alumni | Stanford Graduate School of Business,,"The Center for Entrepreneurial Studies (CES) designs, promotes, and supports entrepreneurial programs to create a hub for the interests and pursuits of the Stanford entrepreneurial community of alumni, faculty, students, practitioners, and investors. The CES does not offer programs or services specifically for the community at large. 

Recruit GSB Talent"
stanford.edu,me.stanford.edu,Faculty open positions | Mechanical Engineering,,Stanford University’s Department of Mechanical Engineering does not currently have any open faculty positions.  Future openings will be announced here.
stanford.edu,vaden.stanford.edu,Stanford University Insurance Requirements | Vaden Health Center,,
stanford.edu,icenter.stanford.edu,Bechtel International Center - Full Time Enrollment at Stanford University,,
stanford.edu,journals.law.stanford.edu,Online | Stanford Law School Student Journals,,
stanford.edu,alumni-law.stanford.edu,Groups - Stanford Law School,,
stanford.edu,cvi.stanford.edu,Frontiers in Cardiovascular Science | Cardiovascular Institute | Stanford Medicine,,
stanford.edu,ome.stanford.edu,Standardized Patient Program - Office of Medical Education - OSAplaceholder - Stanford University School of Medicine,,
stanford.edu,gse-ldt.stanford.edu,"Faculty Spotlight | Learning, Design and Technology",,
stanford.edu,mse.stanford.edu,Faculty | Materials Science & Engineering,,
stanford.edu,quad.stanford.edu,The Stanford Quad | Stanford University,,
stanford.edu,csi.gsb.stanford.edu,"
Stanford Graduate School of Business Continues to Innovate Its Public Management Program after 40 Years : Center for Social Innovation (CSI)",,"In preparation for the 40th anniversary of its pioneering Public Management Program (PMP), the Stanford Graduate School of Business has retooled the PMP certificate requirements to better develop and support outstanding social mission-driven leaders."
stanford.edu,lbre-apps.stanford.edu,Stanford University | Custom Map Maker,,
stanford.edu,giving.stanford.edu,"Giving to Stanford | Support Centers, Institutes, and More",,
stanford.edu,cgi.stanford.edu,Stanford University Turkish Student Association - Executive Board - TSAWiki,,
stanford.edu,sig.stanford.edu,School Year Fellowships | Stanford in Government,,
stanford.edu,peec.stanford.edu,PEEC Funded Energy Efficiency Research | Precourt Energy Efficiency Center (PEEC) | Stanford University,,
stanford.edu,bentgroup.stanford.edu,Bent Research Group @ Stanford University,,
stanford.edu,dge.stanford.edu,Carnegie Department of Global Ecology,,
stanford.edu,economics.stanford.edu,Faculty  | Economics,,
stanford.edu,neurosurgery.stanford.edu,Research Lab - The Lu Chen Lab -  Neurosurgery - Stanford University School of Medicine,,
stanford.edu,spectrum.stanford.edu,Education & Mentoring - High School Students - Spectrum,,
stanford.edu,bioengineering.stanford.edu,Education - Department of Bioengineering - Stanford University School of Medicine and School of Engineering,,
stanford.edu,profiles.stanford.edu,Gary Schoolnik's Profile | Stanford Profiles,,"Gary Schoolnik is part of Stanford Profiles, official site for faculty, postdocs, students and staff information (Expertise, Bio, Research, Publications, and more). The site facilitates research and collaboration in academic endeavors."
stanford.edu,people.stanford.edu,Welcome to Kapitulnik research group! | KAPITULNIK LAB at Stanford University,,
stanford.edu,www-ssrl.slac.stanford.edu,  Stanford University Professor -  Piero A. Pianetta                              ,,
stanford.edu,simes.stanford.edu,SIMES   » SIMES & The Department of Energy,,
stanford.edu,snsf.stanford.edu,Stanford Nano Shared Facilities | Stanford University,,
stanford.edu,history.stanford.edu,Upcoming Events | Department of History,,
stanford.edu,linguistics.stanford.edu,The Sesquipedalian | Department of Linguistics,,The newsletter of the Stanford Department of Linguistics.
stanford.edu,shc.stanford.edu,Becoming Stanford: The History and Meaning of the University's Insignia | Stanford Humanities,,"Have you ever wondered why Stanford is represented by the color cardinal, and not the original choice of gold? Or why the university's motto is in German?
The University Archives, in collaboration with Kathleen Smith, Curator of Germanic Collections and Medieval Studies, is pleased to announce a new exhibition focused on the development of Stanford's insignia. Becoming Stanford: The History and Meaning of the University’s Insignia is now on display in the South Lobby of Green Library."
stanford.edu,diversityandaccess.stanford.edu,FAQs: Workplace Accommodations at Stanford University | Diversity and Access Office,,1. What is a workplace accommodation? 2. What is the Americans with Disabilities Act (ADA) and who is protected?3. What is considered a disability under the ADA?4. How do employees with disabilities request a workplace accommodation at Stanford?
stanford.edu,worklife.stanford.edu,School-Age Resources | WorkLife Office,,Our office is available to assist you in finding information on local public schools and school-age aftercare programs.
stanford.edu,bgm.stanford.edu,For Faculty and Staff | Buildings & Grounds Maintenance,,
stanford.edu,facultyhandbook.stanford.edu,Faculty Handbook - Chapter 4:  Core Policy Statements,,
stanford.edu,treasurer.stanford.edu,Stanford University,,
stanford.edu,gfs.stanford.edu,GFS Policy Manual : Stanford University,,"Financial Aid Office at Stanford University--one of the world's leading research and teaching institutions. It is located in Palo Alto, California."
stanford.edu,rmg.stanford.edu,Research Process Manager (RPM)   - Research Management Group - Stanford University School of Medicine,,
stanford.edu,searchworks.stanford.edu,SearchWorks : Stanford University Libraries catalog,,"Stanford University Libraries' official online search tool for books, media, journals, databases, government documents and more."
stanford.edu,rescomp.stanford.edu,Network Registration | Residential Computing | Academic Computing Services | Stanford University,,
stanford.edu,lib.stanford.edu,A Message from the University Librarian | SUL,,
stanford.edu,asf.stanford.edu,Stanford Faculty and Staff News | Asian Staff Forum,,
stanford.edu,businessaffairs.stanford.edu,University IT | Office of the Vice President for Business Affairs and Chief Financial Officer,,"About University ITUniversity IT (UIT) is a collaborative partnership of the three IT units within Stanford’s Business Affairs organization, all dedicated to delivering world-class service and technological solutions in support of research, teaching and learning, administration, and healthcare."
stanford.edu,uit.stanford.edu,April 2015 Newsletter | University IT,,
stanford.edu,medfacilities.stanford.edu,General Safety in the School of Medicine - Health and Safety Programs Office - Facilities Planning and Management - Stanford Medicine,,
stanford.edu,identity.stanford.edu,Identity Toolkit | Stanford University,,
stanford.edu,tickets.stanford.edu,Department of Music | Ticket Office,,"Department of Music On Sale Dates   Winter & Spring Quarter: November 12, 2014 Additional Winter Quarter:  December 3, 2014 Additional Spring Quarter:  March 4, 2015 Summer Quarter: June 3, 2015   Discounted Pricing Non-Stanford Students: This includes all students who have a valid student ID and anyone under the age of seventeen (17) years old."
stanford.edu,anderson.stanford.edu,Newsletter  |  Anderson Collection at Stanford University,,
stanford.edu,ogc.stanford.edu,University FAQs | Office of the General Counsel,,"Please click on the relevant subject matter link.  If you do not find your question answered here, Stanford community members should not hesitate to call the OGC at (650) 723-9611."
stanford.edu,online.stanford.edu,Faculty Resources | Stanford Online,,
stanford.edu,hsdo.stanford.edu,Information Technology | School of Humanities and Sciences Dean's Office,,
stanford.edu,sociology.stanford.edu,Douglas McAdam | Department of Sociology,,"Doug McAdam is The Ray Lyman Wilbur Professor of Sociology at Stanford University and the former Director of the Center for Advanced Study in the Behavioral Sciences.  He is the author or co-author of 18 books and some 85 other publications in the area of political sociology, with a special emphasis on race in the U.S., American politics, and the study of social movements and “contentious politics.”  Among his best known works are Political Process and the Development of Black Insurgency, 1930-1970, a new edition of which was published in 1999 (University of Chicago Press), Fre"
stanford.edu,english.stanford.edu,Elaine Treharne | Department of English,,
stanford.edu,teachingcommons.stanford.edu,Departmental Workshops | Teaching Commons,,
stanford.edu,wellness.stanford.edu,Faculty and Staff | Wellness Network at Stanford,,Concerned about a student? Concerned about yourself or another faculty / staff member?
stanford.edu,live.stanford.edu,Stanford University Singers | Stanford Live,,
stanford.edu,www-marine.stanford.edu,Hopkins Marine Station - Faculty,,
stanford.edu,chemsysbio.stanford.edu,Chemical & Systems Biology | Stanford University School of Medicine,,The Department of Chemical and Systems Biology explores the mechanisms that underlie cellular function and contribute to human disease.
stanford.edu,sssec.stanford.edu,High School and Pre-medical Student Stanford Summer Internship - Cardiothoracic Surgical Skills and Education Center - Stanford University School of Medicine,,
stanford.edu,obgyn.stanford.edu,Division of Maternal-Fetal Medicine and Obstetrics | Obstetrics & Gynecology | Stanford Medicine,,
stanford.edu,pathology.stanford.edu,Patient Care - Diagnostic Services  - Pathology - Stanford University School of Medicine,,
stanford.edu,circadian.stanford.edu,The Sleep and Circadian Neurobiology Laboratory - Stanford University School of Medicine,,
